query_id,document_id,field,rating,anchor_chars,positive_chars
117,10259411,description,3,10,87
117,10128879,title,3,10,32
117,10128915,description,3,10,91
117,10062775,title,3,10,43
117,10236439,description,3,10,100
117,10185717,title,3,10,51
117,10128879,description,3,10,156
117,10110737,description,3,10,105
117,10259443,title,3,10,40
119,10211875,description,3,20,127
119,10211875,title,3,20,51
12,10242891,description,3,13,471
12,10029811,description,3,13,130
12,10248721,description,3,13,258
12,10248349,description,3,13,411
12,10248331,description,3,13,195
12,10064639,title,3,13,58
12,10071081,title,3,13,36
12,10248355,description,3,13,571
12,10248721,title,3,13,48
12,10248557,description,3,13,854
12,10248539,title,3,13,44
12,10075915,title,3,13,39
12,10243977,description,3,13,505
12,10137231,title,3,13,49
12,10029731,title,3,13,42
12,10173883,title,3,13,40
12,10182143,description,3,13,683
12,10071793,description,3,13,190
12,10262065,description,3,13,189
12,10137127,description,3,13,660
12,10071051,description,3,13,189
12,10243959,title,3,13,37
12,10137167,title,3,13,41
12,10137145,title,3,13,46
12,10233965,title,3,13,42
12,10029717,description,3,13,134
12,10029745,title,3,13,35
12,10029717,title,3,13,41
12,10124997,title,3,13,52
12,10071785,description,3,13,185
12,10262107,title,3,13,59
12,10071081,description,3,13,615
12,10253421,description,3,13,218
12,10248405,description,3,13,208
12,10248539,description,3,13,316
12,10063569,title,3,13,35
12,10248373,title,3,13,47
12,10253427,title,3,13,52
12,10101427,description,3,13,186
12,10029819,description,3,13,140
12,10248447,title,3,13,54
12,10137337,title,3,13,50
12,10243995,title,3,13,41
12,10029805,title,3,13,44
12,10243989,description,3,13,500
12,10182147,description,3,13,185
120,10255051,title,3,15,44
120,10222929,description,3,15,109
120,10208587,description,3,15,98
120,10208603,title,3,15,50
120,10208633,title,3,15,53
120,10158165,description,3,15,676
120,10091247,description,3,15,103
120,10208633,description,3,15,110
120,10255045,title,3,15,49
120,10222933,description,3,15,101
120,10205533,title,3,15,46
120,10208603,description,3,15,100
120,10231811,description,3,15,99
120,10255043,title,3,15,46
120,10158165,title,3,15,79
120,10202281,description,3,15,103
120,10255051,description,3,15,103
120,10208579,title,3,15,46
120,10208561,title,3,15,52
120,10208547,title,3,15,58
120,10255045,description,3,15,104
120,10208567,description,3,15,110
120,10202281,title,3,15,48
120,10255053,description,3,15,105
120,10208561,description,3,15,109
120,10208579,description,3,15,101
120,10208559,title,3,15,46
120,10223319,description,3,15,100
120,10208547,description,3,15,115
120,10222929,title,3,15,54
120,10222933,title,3,15,46
120,10223319,title,3,15,45
120,10202283,description,3,15,118
120,10091247,title,3,15,44
120,10208567,title,3,15,55
120,10208587,title,3,15,43
120,10202283,title,3,15,44
120,10208559,description,3,15,101
120,10255043,description,3,15,105
120,10205535,title,3,15,45
121,10244677,description,3,9,84
121,10144961,description,3,9,351
121,10256975,description,3,9,92
121,10145017,description,3,9,341
121,10197121,title,3,9,59
121,10256885,title,3,9,54
121,10145033,description,3,9,380
121,10144961,title,3,9,31
121,10180489,title,3,9,48
121,10257029,description,3,9,125
121,10257047,title,3,9,67
121,10144959,title,3,9,48
121,10144959,description,3,9,365
121,10256967,title,3,9,71
121,10256975,title,3,9,79
121,10257031,title,3,9,46
121,10257047,description,3,9,96
121,10257007,title,3,9,50
121,10180489,description,3,9,437
121,10256885,description,3,9,112
121,10197125,description,3,9,126
121,10197115,description,3,9,124
121,10197121,description,3,9,124
121,10145033,title,3,9,47
121,10145017,title,3,9,46
121,10257031,description,3,9,77
121,10257007,description,3,9,125
121,10244677,title,3,9,45
123,10050725,description,3,12,188
123,10050725,title,3,12,23
123,10050735,title,3,12,24
123,10050735,description,3,12,190
124,10244575,title,3,11,42
124,10244371,title,3,11,36
124,10244371,description,3,11,227
124,10244575,description,3,11,114
124,10145065,description,3,11,139
124,10244385,description,3,11,133
124,10145065,title,3,11,41
124,10244385,title,3,11,47
124,10145021,title,3,11,60
124,10145021,description,3,11,300
125,10040177,description,3,16,360
125,10040171,description,3,16,351
125,10015863,title,3,16,57
125,10015863,description,3,16,148
125,10040177,title,3,16,57
125,10015921,description,3,16,340
125,10054047,description,3,16,339
125,10040171,title,3,16,52
125,10238567,title,3,16,73
125,10217109,description,3,16,307
125,10015921,title,3,16,59
125,10054037,title,3,16,44
125,10054037,description,3,16,339
125,10217109,title,3,16,79
125,10054047,title,3,16,44
125,10238567,description,3,16,283
126,10145677,description,3,15,174
126,10145677,title,3,15,60
127,10006199,description,3,19,78
127,10039969,title,3,19,61
127,10006191,title,3,19,60
127,10216863,description,3,19,419
127,10216863,title,3,19,39
127,1010018,title,3,19,52
127,10162059,description,3,19,92
127,10162059,title,3,19,52
127,10039969,description,3,19,77
127,10006191,description,3,19,95
127,1010018,description,3,19,147
128,10006029,title,3,19,36
128,10006029,description,3,19,263
128,10044701,description,3,19,233
128,10201167,title,3,19,51
128,10044701,title,3,19,33
128,10029253,title,3,19,47
128,10029253,description,3,19,214
128,10201293,title,3,19,51
128,1005386,title,3,19,41
128,10201293,description,3,19,195
128,1005386,description,3,19,245
128,10201167,description,3,19,244
128,10111179,description,3,19,107
128,10111179,title,3,19,30
129,10234525,title,3,18,73
129,10271953,description,3,18,87
129,10234525,description,3,18,305
129,10271953,title,3,18,48
13,10025543,title,3,15,66
13,10054047,description,3,15,339
13,1010546,title,3,15,52
13,10241779,description,3,15,319
13,10026855,description,3,15,308
13,10054047,title,3,15,44
13,10239511,description,3,15,329
13,10238561,title,3,15,54
13,10015919,description,3,15,326
13,1010554,description,3,15,473
13,10025543,description,3,15,397
13,10015919,title,3,15,52
13,10025541,title,3,15,62
13,10241801,title,3,15,67
13,10217131,title,3,15,57
13,10024583,title,3,15,46
13,10015915,title,3,15,58
13,10238557,title,3,15,39
13,10020307,description,3,15,341
13,10025541,description,3,15,312
13,10241783,description,3,15,400
13,10024927,description,3,15,327
13,10241793,title,3,15,50
13,1010542,description,3,15,408
13,10020223,title,3,15,52
13,10020223,description,3,15,318
13,10234797,title,3,15,14
13,10024935,description,3,15,313
13,10025539,title,3,15,55
13,10026855,title,3,15,55
13,10024945,description,3,15,341
13,10234813,description,3,15,84
13,10025539,description,3,15,311
13,10241781,title,3,15,56
13,10217055,title,3,15,55
13,10020329,title,3,15,59
13,10234797,description,3,15,190
13,10241783,title,3,15,66
13,10217089,description,3,15,376
13,10024583,description,3,15,315
13,10020329,description,3,15,312
13,10015921,description,3,15,340
13,10217111,title,3,15,69
13,10024945,title,3,15,53
13,1010546,description,3,15,368
13,10238561,description,3,15,219
13,10020307,title,3,15,56
13,10217063,title,3,15,52
130,10002627,description,3,19,86
130,10025885,description,3,19,703
130,10179319,description,3,19,118
130,10179319,title,3,19,54
130,10111411,description,3,19,92
130,10027173,description,3,19,94
130,10027167,title,3,19,56
130,10179331,title,3,19,51
130,10027163,title,3,19,51
130,10025889,title,3,19,65
130,10027189,title,3,19,58
130,10027165,title,3,19,48
130,10179283,title,3,19,62
130,10179331,description,3,19,96
130,10027195,title,3,19,63
130,10051339,title,3,19,53
130,10051349,description,3,19,90
130,10027171,title,3,19,56
130,10051351,title,3,19,53
130,10027167,description,3,19,92
130,10027197,description,3,19,89
130,10027165,description,3,19,84
130,10027155,description,3,19,90
130,10179309,description,3,19,94
130,10068465,description,3,19,104
130,10027183,title,3,19,69
130,10051337,description,3,19,85
130,10179283,description,3,19,93
130,10051367,title,3,19,54
130,10051371,title,3,19,51
130,10025885,title,3,19,68
130,10027197,title,3,19,61
130,10051337,title,3,19,48
130,10051369,title,3,19,48
130,10002627,title,3,19,50
130,10027171,description,3,19,92
130,10179353,title,3,19,57
130,10179353,description,3,19,93
130,10027161,description,3,19,95
130,10027173,title,3,19,58
130,10025889,description,3,19,706
130,10051369,description,3,19,92
130,10051339,description,3,19,90
130,10051351,description,3,19,90
130,10027195,description,3,19,99
130,10027189,description,3,19,94
130,10051367,description,3,19,91
130,10111407,title,3,19,62
131,10244671,title,3,10,33
131,10244671,description,3,10,158
131,10247475,title,3,10,54
131,10244695,title,3,10,27
131,10247475,description,3,10,118
131,10244695,description,3,10,76
134,10063995,title,3,15,51
134,10002791,description,3,15,240
134,10064015,title,3,15,50
134,10063995,description,3,15,232
134,10002791,title,3,15,44
134,10202279,title,3,15,40
134,10064015,description,3,15,230
134,10177627,title,3,15,44
134,10202279,description,3,15,320
134,10002785,description,3,15,242
134,10177627,description,3,15,324
134,10177629,description,3,15,318
134,10096481,description,3,15,244
134,10096481,title,3,15,39
134,10002785,title,3,15,45
135,10193875,title,3,15,62
135,10013515,title,3,15,55
135,10193869,description,3,15,102
135,10193865,description,3,15,200
135,10193873,description,3,15,174
135,10231721,title,3,15,59
135,10231721,description,3,15,135
135,10193865,title,3,15,59
135,10193871,title,3,15,55
135,10193867,description,3,15,152
135,10013515,description,3,15,79
135,10193861,description,3,15,171
135,10193875,description,3,15,185
135,10193871,description,3,15,197
135,10193867,title,3,15,41
135,10193873,title,3,15,48
135,10193861,title,3,15,62
135,10193869,title,3,15,63
137,10012741,title,3,20,37
137,10239619,title,3,20,47
137,10027097,description,3,20,773
137,10018931,title,3,20,84
137,10018983,description,3,20,585
137,10174335,description,3,20,59
137,10018931,description,3,20,457
137,10132133,description,3,20,60
137,10098655,title,3,20,45
137,10132123,title,3,20,48
137,10018985,description,3,20,576
137,10132139,description,3,20,65
137,10012741,description,3,20,47
137,10018985,title,3,20,63
137,10012721,title,3,20,79
137,10098661,description,3,20,66
137,10098657,description,3,20,68
137,10132125,title,3,20,45
137,10012715,title,3,20,53
137,10239619,description,3,20,59
137,10098661,title,3,20,57
137,10012715,description,3,20,81
137,10132133,title,3,20,45
137,10098657,title,3,20,48
137,10207207,title,3,20,55
137,10132123,description,3,20,136
137,10012719,title,3,20,57
137,10027097,title,3,20,70
137,10012705,title,3,20,54
137,10174335,title,3,20,47
137,10207207,description,3,20,841
137,10098655,description,3,20,179
137,10018983,title,3,20,77
137,10012729,title,3,20,32
137,10012719,description,3,20,135
137,10012721,description,3,20,121
137,10132125,description,3,20,77
138,10186129,description,3,18,152
138,10073653,title,3,18,29
138,10186305,title,3,18,36
138,10186559,description,3,18,152
138,10179075,title,3,18,39
138,10035405,description,3,18,95
138,10186309,title,3,18,36
138,10073645,title,3,18,28
138,10073625,title,3,18,29
138,10179075,description,3,18,139
138,10186429,title,3,18,40
138,10073679,title,3,18,44
138,10073679,description,3,18,207
138,10073749,description,3,18,191
138,10186717,description,3,18,180
138,10254771,title,3,18,40
138,10035427,title,3,18,50
138,10073645,description,3,18,206
138,10073677,title,3,18,27
138,10186429,description,3,18,155
138,10254773,title,3,18,47
138,10073685,description,3,18,213
138,10186129,title,3,18,36
138,10186305,description,3,18,146
138,10073635,description,3,18,207
138,10092533,title,3,18,36
138,10035427,description,3,18,111
138,10073681,title,3,18,30
138,10186079,title,3,18,31
138,10254771,description,3,18,98
138,10186079,description,3,18,139
138,10035383,title,3,18,44
138,10035405,title,3,18,51
138,10097251,title,3,18,39
138,10186693,title,3,18,26
138,10073681,description,3,18,191
138,10092533,description,3,18,178
138,10186155,title,3,18,34
138,10254773,description,3,18,105
138,10073685,title,3,18,35
138,10186155,description,3,18,144
138,10186717,title,3,18,47
138,10097251,description,3,18,190
138,10073661,description,3,18,188
138,10186559,title,3,18,37
138,10073625,description,3,18,177
138,10186693,description,3,18,89
139,10267605,description,3,12,149
139,10260239,description,3,12,155
139,10268825,description,3,12,294
139,10260233,description,3,12,187
139,10258533,description,3,12,222
139,10260233,title,3,12,49
139,10179739,description,3,12,185
139,10206759,description,3,12,91
139,10179743,description,3,12,193
139,10127943,description,3,12,265
139,10258273,description,3,12,289
139,10268825,title,3,12,73
139,10258273,title,3,12,62
139,10207639,title,3,12,57
139,10206975,title,3,12,66
139,10267605,title,3,12,57
139,10260239,title,3,12,55
139,10179599,description,3,12,278
139,10179739,title,3,12,63
139,10206975,description,3,12,90
139,10234553,title,3,12,54
139,10127933,description,3,12,264
139,10255921,description,3,12,208
139,10002833,title,3,12,71
139,10001511,title,3,12,63
139,10179599,title,3,12,57
139,10127943,title,3,12,56
139,10001511,description,3,12,78
139,10179743,title,3,12,62
139,10268827,title,3,12,74
139,10234541,title,3,12,67
139,10207639,description,3,12,299
139,10258533,title,3,12,58
139,10002833,description,3,12,262
139,10268827,description,3,12,300
139,10206759,title,3,12,32
139,10255921,title,3,12,68
139,10234553,description,3,12,129
139,10234541,description,3,12,93
139,10127933,title,3,12,55
140,10092113,description,3,15,110
140,10089225,description,3,15,91
140,10036553,description,3,15,107
140,10038875,description,3,15,106
140,10038885,description,3,15,111
140,10159765,description,3,15,501
140,10036465,description,3,15,109
